"","skiacademy","bib","day","run","course","split","performance"
"12647","D","40","3",3,"C","4",0.770000000000001
"12648","D","40","3",3,"C","5",0.846666666666666
"12649","D","40","3",3,"C","6",NA
"12650","D","40","3",3,"C","7",2.49
"12651","D","40","3",4,"A","1",-0.02
"12652","D","40","3",4,"A","4",-0.329999999999998
"12653","D","40","3",4,"A","5",-0.343333333333334
"12654","D","40","3",4,"A","6",NA
"12655","D","40","3",4,"A","7",-0.400000000000002
"12656","D","40","3",5,"C","1",-0.02
"12657","D","40","3",5,"C","4",0.640000000000001
"12658","D","40","3",5,"C","5",0.716666666666665
"12659","D","40","3",5,"C","6",NA
"12660","D","40","3",5,"C","7",2.24
"12661","D","40","3",7,"A","1",-0.02
"12662","D","40","3",7,"A","4",-0.299999999999999
"12663","D","40","3",7,"A","5",-0.323333333333334
"12664","D","40","3",7,"A","6",NA
"12665","D","40","3",7,"A","7",-0.460000000000001
"12666","D","40","3",8,"A","1",-0.02
"12667","D","40","3",8,"A","4",-0.51
"12668","D","40","3",8,"A","5",-0.493333333333334
"12669","D","40","3",8,"A","6",NA
"12670","D","40","3",8,"A","7",-0.740000000000002
"12671","D","40","3",9,"B","1",-0.01
"12672","D","40","3",9,"B","4",0.200000000000001
"12673","D","40","3",9,"B","5",0.226666666666665
"12674","D","40","3",9,"B","6",NA
"12675","D","40","3",9,"B","7",1.27
"12676","D","40","3",10,"C","1",-0.03
"12677","D","40","3",10,"C","4",0.500000000000002
"12678","D","40","3",10,"C","5",0.556666666666665
"12679","D","40","3",10,"C","6",NA
"12680","D","40","3",10,"C","7",2.81
"12681","D","40","3",11,"A","1",-0.02
"12682","D","40","3",11,"A","4",-0.479999999999999
"12683","D","40","3",11,"A","5",-0.463333333333335
"12684","D","40","3",11,"A","6",NA
"12685","D","40","3",11,"A","7",-0.600000000000001
"12686","D","40","3",12,"C","1",-0.02
"12687","D","40","3",12,"C","4",0.630000000000001
"12688","D","40","3",12,"C","5",0.706666666666665
"12689","D","40","3",12,"C","6",NA
"12690","D","40","3",12,"C","7",2.3
"12691","D","40","3",13,"B","1",-0.01
"12692","D","40","3",13,"B","4",0.140000000000001
"12693","D","40","3",13,"B","5",0.166666666666666
"12694","D","40","3",13,"B","6",NA
"12695","D","40","3",13,"B","7",0.77
"12696","D","40","3",14,"B","1",-0.01
"12697","D","40","3",14,"B","4",0.0700000000000003
"12698","D","40","3",14,"B","5",0.0766666666666662
"12699","D","40","3",14,"B","6",NA
"12700","D","40","3",14,"B","7",0.699999999999999
"12701","D","40","4",2,"B","1",-0.0099999999999999
"12702","D","40","4",2,"B","4",0.26
"12703","D","40","4",2,"B","5",0.276666666666666
"12704","D","40","4",2,"B","6",0.670000000000002
"12705","D","40","4",2,"B","7",0.690000000000001
"12706","D","40","4",3,"C","1",-0.0099999999999999
"12707","D","40","4",3,"C","4",0.49
"12708","D","40","4",3,"C","5",0.526666666666666
"12709","D","40","4",3,"C","6",1.67
"12710","D","40","4",3,"C","7",1.72
"12711","D","40","4",4,"A","1",-0.0099999999999999
"12712","D","40","4",4,"A","4",-0.17
"12713","D","40","4",4,"A","5",-0.173333333333334
"12714","D","40","4",4,"A","6",-0.319999999999997
"12715","D","40","4",4,"A","7",-0.329999999999998
"12716","D","40","4",5,"A","1",-0.0099999999999999
"12717","D","40","4",5,"A","4",-0.34
"12718","D","40","4",5,"A","5",-0.343333333333334
"12719","D","40","4",5,"A","6",-0.599999999999998
"12720","D","40","4",5,"A","7",-0.620000000000001
"12721","D","40","4",7,"C","1",-0.0099999999999999
"12722","D","40","4",7,"C","4",0.5
"12723","D","40","4",7,"C","5",0.566666666666666
"12724","D","40","4",7,"C","6",1.98
"12725","D","40","4",7,"C","7",2.04
"12726","D","40","4",8,"A","1",-0.0099999999999999
"12727","D","40","4",8,"A","4",-0.370000000000001
"12728","D","40","4",8,"A","5",-0.373333333333335
"12729","D","40","4",8,"A","6",-0.66
"12730","D","40","4",8,"A","7",-0.68
"12731","D","40","4",9,"B","1",-0.0099999999999999
"12732","D","40","4",9,"B","4",-0.120000000000001
"12733","D","40","4",9,"B","5",-0.123333333333335
"12734","D","40","4",9,"B","6",0.310000000000002
"12735","D","40","4",9,"B","7",0.330000000000002
"12736","D","40","4",10,"C","1",0
"12737","D","40","4",10,"C","4",0.69
"12738","D","40","4",10,"C","5",0.746666666666666
"12739","D","40","4",10,"C","6",2.04
"12740","D","40","4",10,"C","7",2.09
"12741","D","40","4",11,"B","1",-0.0099999999999999
"12742","D","40","4",11,"B","4",-0.120000000000001
"12743","D","40","4",11,"B","5",-0.113333333333333
"12744","D","40","4",11,"B","6",0.100000000000001
"12745","D","40","4",11,"B","7",0.109999999999999
"12746","D","40","4",12,"C","1",0
"12747","D","40","4",12,"C","4",0.469999999999999
"12748","D","40","4",12,"C","5",0.526666666666666
"12749","D","40","4",12,"C","6",1.86
"12750","D","40","4",12,"C","7",1.92
"12751","D","40","4",13,"A","1",-0.0099999999999999
"12752","D","40","4",13,"A","4",-0.41
"12753","D","40","4",13,"A","5",-0.423333333333334
"12754","D","40","4",13,"A","6",-0.819999999999997
"12755","D","40","4",13,"A","7",-0.84
"12756","D","40","4",14,"B","1",0
"12757","D","40","4",14,"B","4",0.199999999999999
"12758","D","40","4",14,"B","5",0.236666666666666
"12759","D","40","4",14,"B","6",0.57
"12760","D","40","4",14,"B","7",0.57
"12761","D","41","1",2,"B","1",0
"12762","D","41","1",2,"B","4",0.506666666666668
"12763","D","41","1",2,"B","5",0.563333333333333
"12764","D","41","1",2,"B","6",1.68
"12765","D","41","1",2,"B","7",1.72
"12766","D","41","1",4,"A","1",0
"12767","D","41","1",4,"A","4",0.156666666666668
"12768","D","41","1",4,"A","5",0.183333333333332
"12769","D","41","1",4,"A","6",0.580000000000002
"12770","D","41","1",4,"A","7",0.600000000000001
"12771","D","41","1",5,"A","1",0
"12772","D","41","1",5,"A","4",0.0466666666666669
"12773","D","41","1",5,"A","5",0.0633333333333326
"12774","D","41","1",5,"A","6",0.379999999999999
"12775","D","41","1",5,"A","7",0.390000000000001
"12776","D","41","1",6,"C","1",0
"12777","D","41","1",6,"C","4",1.06666666666667
"12778","D","41","1",6,"C","5",1.17333333333333
"12779","D","41","1",6,"C","6",3.04
"12780","D","41","1",6,"C","7",3.12
"12781","D","41","1",7,"B","1",0
"12782","D","41","1",7,"B","4",0.346666666666668
"12783","D","41","1",7,"B","5",0.383333333333333
"12784","D","41","1",7,"B","6",1.2
"12785","D","41","1",7,"B","7",1.24
"12786","D","41","1",8,"C","1",0
"12787","D","41","1",8,"C","4",1.03666666666667
"12788","D","41","1",8,"C","5",1.16333333333333
"12789","D","41","1",8,"C","6",3.26
"12790","D","41","1",8,"C","7",3.35
"12791","D","41","1",9,"C","1",0
"12792","D","41","1",9,"C","4",0.856666666666667
"12793","D","41","1",9,"C","5",0.943333333333333
"12794","D","41","1",9,"C","6",2.54
"12795","D","41","1",9,"C","7",2.62
"12796","D","41","1",10,"A","1",0
"12797","D","41","1",10,"A","4",0.0466666666666669
"12798","D","41","1",10,"A","5",0.0533333333333328
"12799","D","41","1",10,"A","6",0.34
"12800","D","41","1",10,"A","7",0.359999999999999
"12801","D","41","1",11,"B","1",0
"12802","D","41","1",11,"B","4",0.316666666666666
"12803","D","41","1",11,"B","5",0.363333333333333
"12804","D","41","1",11,"B","6",1.14
"12805","D","41","1",11,"B","7",1.17
"12806","D","41","2",3,"C","1",0
"12807","D","41","2",3,"C","4",0.755000000000001
"12808","D","41","2",3,"C","5",0.81
"12809","D","41","2",3,"C","6",2.07
"12810","D","41","2",3,"C","7",2.07333333333333
"12811","D","41","2",4,"A","1",-0.0099999999999999
"12812","D","41","2",4,"A","4",-0.234999999999999
"12813","D","41","2",4,"A","5",-0.25
"12814","D","41","2",4,"A","6",-0.449999999999999
"12815","D","41","2",4,"A","7",-0.516666666666669
"12816","D","41","2",6,"B","1",0
"12817","D","41","2",6,"B","4",0.125
"12818","D","41","2",6,"B","5",0.140000000000001
"12819","D","41","2",6,"B","6",0.48
"12820","D","41","2",6,"B","7",0.443333333333332
"12821","D","41","2",7,"B","1",0
"12822","D","41","2",7,"B","4",0.0250000000000004
"12823","D","41","2",7,"B","5",0.0300000000000011
"12824","D","41","2",7,"B","6",0.390000000000001
"12825","D","41","2",7,"B","7",0.363333333333333
"12826","D","41","2",8,"A","1",-0.0099999999999999
"12827","D","41","2",8,"A","4",-0.315
"12828","D","41","2",8,"A","5",-0.33
"12829","D","41","2",8,"A","6",-0.579999999999998
"12830","D","41","2",8,"A","7",-0.646666666666668
"12831","D","41","2",9,"C","1",0
"12832","D","41","2",9,"C","4",0.595000000000001
"12833","D","41","2",9,"C","5",0.640000000000001
"12834","D","41","2",9,"C","6",1.86
"12835","D","41","2",9,"C","7",1.86333333333333
"12836","D","41","2",10,"C","1",0
"12837","D","41","2",10,"C","4",0.595000000000001
"12838","D","41","2",10,"C","5",0.630000000000001
"12839","D","41","2",10,"C","6",1.65
"12840","D","41","2",10,"C","7",1.65333333333333
"12841","D","41","2",11,"A","1",0
"12842","D","41","2",11,"A","4",-0.315
"12843","D","41","2",11,"A","5",-0.33
"12844","D","41","2",11,"A","6",-0.539999999999999
"12845","D","41","2",11,"A","7",-0.606666666666669
"12846","D","41","2",12,"B","1",0
"12847","D","41","2",12,"B","4",0.0350000000000001
"12848","D","41","2",12,"B","5",0.0300000000000011
"12849","D","41","2",12,"B","6",0.300000000000001
"12850","D","41","2",12,"B","7",0.263333333333332
"12851","D","41","2",13,"B","1",0
"12852","D","41","2",13,"B","4",0.0549999999999997
"12853","D","41","2",13,"B","5",0.0500000000000007
"12854","D","41","2",13,"B","6",0.370000000000001
"12855","D","41","2",13,"B","7",0.323333333333331
"12856","D","41","2",14,"A","1",0
"12857","D","41","2",14,"A","4",-0.285
"12858","D","41","2",14,"A","5",-0.299999999999999
"12859","D","41","2",14,"A","6",-0.659999999999997
"12860","D","41","2",14,"A","7",-0.726666666666667
"12861","D","41","2",15,"C","1",0
"12862","D","41","2",15,"C","4",0.455
"12863","D","41","2",15,"C","5",0.48
"12864","D","41","2",15,"C","6",1.46
"12865","D","41","2",15,"C","7",1.45333333333333
"12866","D","41","3",2,"A","1",-0.04
"12867","D","41","3",2,"A","4",-0.244999999999999
"12868","D","41","3",2,"A","5",-0.249999999999998
"12869","D","41","3",2,"A","6",NA
"12870","D","41","3",2,"A","7",-0.265000000000001
"12871","D","41","3",4,"B","1",-0.03
"12872","D","41","3",4,"B","4",0.175000000000001
"12873","D","41","3",4,"B","5",0.210000000000001
"12874","D","41","3",4,"B","6",NA
"12875","D","41","3",4,"B","7",0.734999999999999
"12876","D","41","3",5,"A","1",0
"12877","D","41","3",5,"A","4",-0.244999999999999
"12878","D","41","3",5,"A","5",-0.249999999999998
"12879","D","41","3",5,"A","6",NA
"12880","D","41","3",5,"A","7",-0.275000000000002
"12881","D","41","3",6,"A","1",-0.02
"12882","D","41","3",6,"A","4",-0.315
"12883","D","41","3",6,"A","5",-0.319999999999999
"12884","D","41","3",6,"A","6",NA
"12885","D","41","3",6,"A","7",-0.435000000000002
"12886","D","41","3",7,"C","1",-0.03
"12887","D","41","3",7,"C","4",0.625000000000002
"12888","D","41","3",7,"C","5",0.690000000000001
"12889","D","41","3",7,"C","6",NA
"12890","D","41","3",7,"C","7",2.075
"12891","D","41","3",8,"C","1",-0.03
"12892","D","41","3",8,"C","4",0.745000000000001
"12893","D","41","3",8,"C","5",0.820000000000002
"12894","D","41","3",8,"C","6",NA
"12895","D","41","3",8,"C","7",2.425
"12896","D","41","3",9,"A","1",-0.04
"12897","D","41","3",9,"A","4",-0.334999999999999
"12898","D","41","3",9,"A","5",-0.349999999999998
"12899","D","41","3",9,"A","6",NA
"12900","D","41","3",9,"A","7",-0.505000000000003
"12901","D","41","3",10,"B","1",-0.03
"12902","D","41","3",10,"B","4",0.125000000000002
"12903","D","41","3",10,"B","5",0.140000000000001
"12904","D","41","3",10,"B","6",NA
"12905","D","41","3",10,"B","7",0.585000000000001
"12906","D","41","3",11,"C","1",-0.03
"12907","D","41","3",11,"C","4",0.705000000000002
"12908","D","41","3",11,"C","5",0.760000000000002
"12909","D","41","3",11,"C","6",NA
"12910","D","41","3",11,"C","7",2.055
"12911","D","41","3",12,"B","1",-0.03
"12912","D","41","3",12,"B","4",0.0950000000000006
"12913","D","41","3",12,"B","5",0.120000000000001
"12914","D","41","3",12,"B","6",NA
"12915","D","41","3",12,"B","7",0.585000000000001
"12916","D","41","3",13,"B","1",-0.02
"12917","D","41","3",13,"B","4",0.155000000000001
"12918","D","41","3",13,"B","5",0.170000000000002
"12919","D","41","3",13,"B","6",NA
"12920","D","41","3",13,"B","7",0.564999999999998
"12921","D","41","3",14,"C","1",-0.03
"12922","D","41","3",14,"C","4",0.505000000000001
"12923","D","41","3",14,"C","5",0.560000000000002
"12924","D","41","3",14,"C","6",NA
"12925","D","41","3",14,"C","7",1.725
"12926","D","41","4",2,"C","1",0
"12927","D","41","4",2,"C","4",0.369999999999999
"12928","D","41","4",2,"C","5",0.396666666666667
"12929","D","41","4",2,"C","6",1.43
"12930","D","41","4",2,"C","7",1.46
"12931","D","41","4",3,"C","1",0
"12932","D","41","4",3,"C","4",0.26
"12933","D","41","4",3,"C","5",0.286666666666665
"12934","D","41","4",3,"C","6",1.17
"12935","D","41","4",3,"C","7",1.2
"12936","D","41","4",4,"A","1",0
"12937","D","41","4",4,"A","4",-0.359999999999999
"12938","D","41","4",4,"A","5",-0.383333333333335
"12939","D","41","4",4,"A","6",-0.760000000000002
"12940","D","41","4",4,"A","7",-0.780000000000001
"12941","D","41","4",5,"C","1",0
"12942","D","41","4",5,"C","4",0.23
"12943","D","41","4",5,"C","5",0.246666666666666
"12944","D","41","4",5,"C","6",1.16
"12945","D","41","4",5,"C","7",1.19
"12946","D","41","4",6,"A","1",0
"12947","D","41","4",6,"A","4",-0.44
"12948","D","41","4",6,"A","5",-0.463333333333335
"12949","D","41","4",6,"A","6",-0.870000000000001
"12950","D","41","4",6,"A","7",-0.890000000000001
"12951","D","41","4",7,"B","1",0
"12952","D","41","4",7,"B","4",-0.0299999999999994
"12953","D","41","4",7,"B","5",-0.033333333333335
"12954","D","41","4",7,"B","6",0.109999999999999
"12955","D","41","4",7,"B","7",0.119999999999997
"12956","D","41","4",8,"C","1",0
"12957","D","41","4",8,"C","4",0.199999999999999
"12958","D","41","4",8,"C","5",0.216666666666665
"12959","D","41","4",8,"C","6",0.940000000000001
"12960","D","41","4",8,"C","7",0.969999999999999
"12961","D","41","4",9,"A","1",0
"12962","D","41","4",9,"A","4",-0.460000000000001
"12963","D","41","4",9,"A","5",-0.483333333333334
"12964","D","41","4",9,"A","6",-0.91
"12965","D","41","4",9,"A","7",-0.93
"12966","D","41","4",10,"B","1",0
"12967","D","41","4",10,"B","4",-0.0299999999999994
"12968","D","41","4",10,"B","5",-0.0433333333333348
"12969","D","41","4",10,"B","6",0.0199999999999996
"12970","D","41","4",10,"B","7",0.0299999999999976
"12971","D","41","4",11,"B","1",0
"12972","D","41","4",11,"B","4",-0.140000000000001
"12973","D","41","4",11,"B","5",-0.153333333333334
"12974","D","41","4",11,"B","6",0.0199999999999996
"12975","D","41","4",11,"B","7",0.0199999999999996
"12976","D","41","4",13,"A","1",-0.01
"12977","D","41","4",13,"A","4",-0.460000000000001
"12978","D","41","4",13,"A","5",-0.483333333333334
"12979","D","41","4",13,"A","6",-0.940000000000001
"12980","D","41","4",13,"A","7",-0.960000000000001
"12981","D","41","4",14,"B","1",0
"12982","D","41","4",14,"B","4",-0.109999999999999
"12983","D","41","4",14,"B","5",-0.133333333333335
"12984","D","41","4",14,"B","6",-0.0599999999999987
"12985","D","41","4",14,"B","7",-0.0400000000000027
"12986","D","41","5",3,"A","1",-0.005
"12987","D","41","5",3,"A","4",-0.625
"12988","D","41","5",3,"A","5",-0.66
"12989","D","41","5",3,"A","6",-1.33
"12990","D","41","5",3,"A","7",-1.37
"12991","D","41","5",4,"C","1",0.005
"12992","D","41","5",4,"C","4",0.234999999999999
"12993","D","41","5",4,"C","5",0.27
"12994","D","41","5",4,"C","6",1.26
"12995","D","41","5",4,"C","7",1.31
"12996","D","41","5",5,"C","1",0.005
"12997","D","41","5",5,"C","4",0.205
"12998","D","41","5",5,"C","5",0.24
"12999","D","41","5",5,"C","6",1.06
"13000","D","41","5",5,"C","7",1.09
"13001","D","41","5",6,"A","1",-0.015
"13002","D","41","5",6,"A","4",-0.625
"13003","D","41","5",6,"A","5",-0.66
"13004","D","41","5",6,"A","6",-1.39
"13005","D","41","5",6,"A","7",-1.43
"13006","D","41","5",7,"B","1",-0.005
"13007","D","41","5",7,"B","4",-0.205
"13008","D","41","5",7,"B","5",-0.220000000000001
"13009","D","41","5",7,"B","6",-0.390000000000001
"13010","D","41","5",7,"B","7",-0.41
"13011","D","41","5",8,"A","1",-0.015
"13012","D","41","5",8,"A","4",-0.695
"13013","D","41","5",8,"A","5",-0.74
"13014","D","41","5",8,"A","6",-1.56
"13015","D","41","5",8,"A","7",-1.59
"13016","D","41","5",9,"B","1",-0.005
"13017","D","41","5",9,"B","4",-0.164999999999999
"13018","D","41","5",9,"B","5",-0.16
"13019","D","41","5",9,"B","6",-0.349999999999998
"13020","D","41","5",9,"B","7",-0.359999999999999
"13021","D","41","5",10,"C","1",0.005
"13022","D","41","5",10,"C","4",0.324999999999999
"13023","D","41","5",10,"C","5",0.359999999999999
"13024","D","41","5",10,"C","6",1.35
"13025","D","41","5",10,"C","7",1.37
"13026","D","41","5",11,"B","1",-0.005
"13027","D","41","5",11,"B","4",-0.215
"13028","D","41","5",11,"B","5",-0.220000000000001
"13029","D","41","5",11,"B","6",-0.460000000000001
"13030","D","41","5",11,"B","7",-0.469999999999999
"13031","D","49","4",2,"C","1",-0.005
"13032","D","49","4",2,"C","4",0.48
"13033","D","49","4",2,"C","5",0.516666666666667
"13034","D","49","4",2,"C","6",1.73833333333333
"13035","D","49","4",2,"C","7",1.80333333333333
"13036","D","49","4",3,"C","1",-0.005
"13037","D","49","4",3,"C","4",0.440000000000001
"13038","D","49","4",3,"C","5",0.466666666666667
"13039","D","49","4",3,"C","6",1.36833333333333
"13040","D","49","4",3,"C","7",1.41333333333333
"13041","D","49","4",4,"C","1",-0.005
"13042","D","49","4",4,"C","4",0.26
"13043","D","49","4",4,"C","5",0.276666666666667
"13044","D","49","4",4,"C","6",0.968333333333334
"13045","D","49","4",4,"C","7",0.993333333333332
"13046","D","49","4",5,"C","1",-0.005
"13047","D","49","4",5,"C","4",0.25
"13048","D","49","4",5,"C","5",0.266666666666667
"13049","D","49","4",5,"C","6",1.00833333333333
"13050","D","49","4",5,"C","7",1.04333333333333
"13051","D","49","4",6,"C","1",-0.005
"13052","D","49","4",6,"C","4",0.350000000000001
"13053","D","49","4",6,"C","5",0.366666666666667
"13054","D","49","4",6,"C","6",1.18833333333333
"13055","D","49","4",6,"C","7",1.23333333333333
"13056","D","49","4",7,"C","1",-0.005
"13057","D","49","4",7,"C","4",0.41
"13058","D","49","4",7,"C","5",0.436666666666667
"13059","D","49","4",7,"C","6",1.32833333333333
"13060","D","49","4",7,"C","7",1.37333333333333
"13061","D","49","4",8,"C","1",-0.005
"13062","D","49","4",8,"C","4",0.290000000000001
"13063","D","49","4",8,"C","5",0.316666666666666
"13064","D","49","4",8,"C","6",1.12833333333333
"13065","D","49","4",8,"C","7",1.16333333333333
"13066","D","49","4",9,"C","1",-0.005
"13067","D","49","4",9,"C","4",0.280000000000001
"13068","D","49","4",9,"C","5",0.296666666666667
"13069","D","49","4",9,"C","6",1.13833333333333
"13070","D","49","4",9,"C","7",1.18333333333333
"13071","D","49","4",11,"C","1",-0.005
"13072","D","49","4",11,"C","4",0.270000000000001
"13073","D","49","4",11,"C","5",0.286666666666667
"13074","D","49","4",11,"C","6",1.01833333333333
"13075","D","49","4",11,"C","7",1.04333333333333
"13076","D","49","4",12,"C","1",-0.005
"13077","D","49","4",12,"C","4",0.280000000000001
"13078","D","49","4",12,"C","5",0.306666666666667
"13079","D","49","4",12,"C","6",1.24833333333333
"13080","D","49","4",12,"C","7",1.29333333333333
"13081","D","49","4",13,"C","1",-0.005
"13082","D","49","4",13,"C","4",0.34
"13083","D","49","4",13,"C","5",0.386666666666667
"13084","D","49","4",13,"C","6",1.29833333333333
"13085","D","49","4",13,"C","7",1.34333333333333
"13086","D","49","4",14,"C","1",-0.005
"13087","D","49","4",14,"C","4",0.470000000000001
"13088","D","49","4",14,"C","5",0.536666666666667
"13089","D","49","4",14,"C","6",1.66833333333333
"13090","D","49","4",14,"C","7",1.71333333333333
"13091","D","50","4",1,"C","1",-0.0133333333333332
"13092","D","50","4",1,"C","4",0.516666666666666
"13093","D","50","4",1,"C","5",0.563333333333334
"13094","D","50","4",1,"C","6",1.59
"13095","D","50","4",1,"C","7",1.63333333333333
"13096","D","60","2",4,"A","1",0
"13097","D","60","2",4,"A","4",0.0150000000000006
"13098","D","60","2",4,"A","5",0.0274999999999999
"13099","D","60","2",4,"A","6",0.552499999999998
"13100","D","60","2",4,"A","7",0.716666666666669
"13101","D","60","2",5,"C","1",0
"13102","D","60","2",5,"C","4",0.945
"13103","D","60","2",5,"C","5",1.0275
"13104","D","60","2",5,"C","6",2.9825
"13105","D","60","2",5,"C","7",3.21666666666667
"13106","D","60","2",6,"B","1",0
"13107","D","60","2",6,"B","4",0.395000000000001
"13108","D","60","2",6,"B","5",0.4375
"13109","D","60","2",6,"B","6",1.5625
"13110","D","60","2",6,"B","7",1.76666666666667
"13111","D","60","2",7,"A","1",0
"13112","D","60","2",7,"A","4",-0.0449999999999999
"13113","D","60","2",7,"A","5",-0.0325000000000006
"13114","D","60","2",7,"A","6",0.482499999999998
"13115","D","60","2",7,"A","7",0.646666666666668
"13116","D","60","2",8,"B","1",-0.0099999999999999
"13117","D","60","2",8,"B","4",0.465
"13118","D","60","2",8,"B","5",0.5075
"13119","D","60","2",8,"B","6",1.6825
"13120","D","60","2",8,"B","7",1.87666666666667
"13121","D","60","2",9,"A","1",0
"13122","D","60","2",9,"A","4",-0.0149999999999988
"13123","D","60","2",9,"A","5",-0.0024999999999995
"13124","D","60","2",9,"A","6",0.602499999999999
"13125","D","60","2",9,"A","7",0.776666666666667
"13126","D","60","2",10,"C","1",0
"13127","D","60","2",10,"C","4",0.845000000000001
"13128","D","60","2",10,"C","5",0.9275
"13129","D","60","2",10,"C","6",2.7925
"13130","D","60","2",10,"C","7",3.03666666666667
"13131","D","60","2",11,"C","1",0
"13132","D","60","2",11,"C","4",0.875
"13133","D","60","2",11,"C","5",0.9575
"13134","D","60","2",11,"C","6",2.8725
"13135","D","60","2",11,"C","7",3.10666666666667
"13136","D","60","2",12,"B","1",-0.0099999999999999
"13137","D","60","2",12,"B","4",0.355
"13138","D","60","2",12,"B","5",0.387499999999999
"13139","D","60","2",12,"B","6",1.4825
"13140","D","60","2",12,"B","7",1.67666666666667
"13141","D","60","3",2,"A","1",-0.01
"13142","D","60","3",2,"A","4",-0.356666666666666
"13143","D","60","3",2,"A","5",-0.383333333333333
"13144","D","60","3",2,"A","6",NA
"13145","D","60","3",2,"A","7",-0.516666666666666
"13146","D","60","3",4,"B","1",0
"13147","D","60","3",4,"B","4",0.0833333333333339
"13148","D","60","3",4,"B","5",0.086666666666666
"13149","D","60","3",4,"B","6",NA
"13150","D","60","3",4,"B","7",0.453333333333337
"13151","D","60","3",5,"A","1",-0.01
"13152","D","60","3",5,"A","4",-0.416666666666666
"13153","D","60","3",5,"A","5",-0.443333333333333
"13154","D","60","3",5,"A","6",NA
"13155","D","60","3",5,"A","7",-0.616666666666664
"13156","D","60","3",6,"A","1",-0.01
"13157","D","60","3",6,"A","4",-0.526666666666666
"13158","D","60","3",6,"A","5",-0.563333333333334
"13159","D","60","3",6,"A","6",NA
"13160","D","60","3",6,"A","7",-0.846666666666664
"13161","D","60","3",7,"C","1",-0.01
"13162","D","60","3",7,"C","4",0.533333333333333
"13163","D","60","3",7,"C","5",0.576666666666666
"13164","D","60","3",7,"C","6",NA
"13165","D","60","3",7,"C","7",1.90333333333334
"13166","D","60","3",8,"C","1",-0.02
"13167","D","60","3",8,"C","4",0.293333333333335
"13168","D","60","3",8,"C","5",0.346666666666666
"13169","D","60","3",8,"C","6",NA
"13170","D","60","3",8,"C","7",1.63333333333334
"13171","D","60","3",9,"A","1",-0.01
"13172","D","60","3",9,"A","4",-0.456666666666665
"13173","D","60","3",9,"A","5",-0.483333333333334
"13174","D","60","3",9,"A","6",NA
"13175","D","60","3",9,"A","7",-0.756666666666664
"13176","D","60","3",10,"B","1",-0.01
"13177","D","60","3",10,"B","4",-0.00666666666666593
"13178","D","60","3",10,"B","5",0.00666666666666593
"13179","D","60","3",10,"B","6",NA
"13180","D","60","3",10,"B","7",0.553333333333335
"13181","D","60","3",11,"C","1",-0.01
"13182","D","60","3",11,"C","4",0.433333333333334
"13183","D","60","3",11,"C","5",0.476666666666667
"13184","D","60","3",11,"C","6",NA
"13185","D","60","3",11,"C","7",1.78333333333333
"13186","D","60","3",12,"B","1",-0.01
"13187","D","60","3",12,"B","4",-0.00666666666666593
"13188","D","60","3",12,"B","5",-0.00333333333333385
"13189","D","60","3",12,"B","6",NA
"13190","D","60","3",12,"B","7",0.413333333333334
"13191","D","60","3",13,"B","1",0
"13192","D","60","3",13,"B","4",-0.0366666666666653
"13193","D","60","3",13,"B","5",-0.043333333333333
"13194","D","60","3",13,"B","6",NA
"13195","D","60","3",13,"B","7",0.463333333333335
"13196","D","60","4",2,"C","1",-0.0099999999999999
"13197","D","60","4",2,"C","4",0.34
"13198","D","60","4",2,"C","5",0.370000000000001
"13199","D","60","4",2,"C","6",1.23333333333333
"13200","D","60","4",2,"C","7",1.25
"13201","D","60","4",3,"A","1",-0.0099999999999999
"13202","D","60","4",3,"A","4",-0.359999999999999
"13203","D","60","4",3,"A","5",-0.379999999999999
"13204","D","60","4",3,"A","6",-0.646666666666668
"13205","D","60","4",3,"A","7",-0.670000000000002
"13206","D","60","4",4,"C","1",-0.0099999999999999
"13207","D","60","4",4,"C","4",0.48
"13208","D","60","4",4,"C","5",0.52
"13209","D","60","4",4,"C","6",1.58333333333333
"13210","D","60","4",4,"C","7",1.61
"13211","D","60","4",5,"A","1",-0.0099999999999999
"13212","D","60","4",5,"A","4",-0.41
"13213","D","60","4",5,"A","5",-0.43
"13214","D","60","4",5,"A","6",-0.696666666666665
"13215","D","60","4",5,"A","7",-0.719999999999999
"13216","D","60","4",6,"B","1",-0.0099999999999999
"13217","D","60","4",6,"B","4",-0.0600000000000005
"13218","D","60","4",6,"B","5",-0.0600000000000005
"13219","D","60","4",6,"B","6",0.293333333333333
"13220","D","60","4",6,"B","7",0.289999999999999
"13221","D","60","4",7,"C","1",-0.0099999999999999
"13222","D","60","4",7,"C","4",0.34
"13223","D","60","4",7,"C","5",0.370000000000001
"13224","D","60","4",7,"C","6",1.40333333333333
"13225","D","60","4",7,"C","7",1.45
"13226","D","60","4",8,"A","1",-0.0099999999999999
"13227","D","60","4",8,"A","4",-0.470000000000001
"13228","D","60","4",8,"A","5",-0.49
"13229","D","60","4",8,"A","6",-0.856666666666666
"13230","D","60","4",8,"A","7",-0.879999999999999
"13231","D","60","4",9,"B","1",-0.0099999999999999
"13232","D","60","4",9,"B","4",0.0500000000000007
"13233","D","60","4",9,"B","5",0.0400000000000009
"13234","D","60","4",9,"B","6",0.403333333333332
"13235","D","60","4",9,"B","7",0.390000000000001
"13236","D","60","4",10,"B","1",-0.0099999999999999
"13237","D","60","4",10,"B","4",0.00999999999999979
"13238","D","60","4",10,"B","5",0
"13239","D","60","4",10,"B","6",0.383333333333333
